x,y,z,type
-11677002.97,5340982.92,1373.85,2
-11677039.01,5340717.13,1364.77,2
-11677001.66,5340945.67,1371.88,2
-11677381.83,5340108.53,1344.74,2
-11677153.82,5340413.68,1362.78,2
-11677115.92,5340488.87,1365.06,2
-11677001.49,5340869.3,1369.64,2
-11677039.52,5340679.52,1365.0,2
-11677305.81,5340185.37,1351.17,2
-11677001.5,5340831.11,1368.29,2
-11677267.62,5340222.74,1349.87,2
-11677039.81,5340640.82,1365.34,2
-11677115.66,5340451.23,1363.89,2
-11677001.69,5340755.62,1364.29,2
-11677154.12,5340374.75,1360.57,2
-11677039.36,5340602.55,1366.18,2
-11676963.87,5340982.77,1374.99,2
-11677077.59,5340489.27,1365.2,2
-11677001.56,5340679.89,1363.09,2
-11677267.64,5340184.66,1352.59,2
-11677419.2,5340032.24,1342.57,2
-11677649.48,5339880.51,1337.5,2
-11677000.93,5340641.39,1363.4,2
-11677725.81,5339841.04,1335.91,2
-11677192.11,5340260.92,1355.26,2
-11676963.6,5340755.87,1364.27,2
-11677115.98,5340374.77,1362.42,2
-11677040.03,5340526.25,1368.2,2
-11677001.38,5340603.12,1363.78,2
-11676963.39,5340717.13,1362.41,2
-11676923.87,5340945.39,1373.48,2
-11676925.73,5340907.26,1371.94,2
-11677077.46,5340412.87,1361.68,2
-11677040.25,5340488.49,1365.59,2
-11677305.37,5340108.25,1349.91,2
-11677001.08,5340565.43,1365.84,2
-11677381.39,5340031.69,1345.39,2
-11677115.52,5340337.3,1363.81,2
-11677696.05,5339840.47,1338.73,2
-11677039.39,5340450.3,1363.14,2
-11676925.43,5340755.33,1363.76,2
-11677078.15,5340374.93,1360.98,2
-11677606.53,5339875.42,1338.77,2
-11677533.23,5339917.2,1343.74,2
-11676963.77,5340603.24,1362.25,2
-11676926.36,5340717.4,1362.38,2
-11677116.23,5340298.5,1360.33,2
-11676886.54,5340945.7,1371.98,2
-11677002.22,5340488.98,1366.48,2
-11676888.78,5340869.22,1370.01,2
-11676888.57,5340831.09,1368.06,2
-11677572.42,5339881.65,1340.6,1
-11677154.42,5340222.37,1355.71,2
-11677381.28,5339995.59,1344.41,1
-11677001.57,5340450.67,1363.8,2
-11677039.53,5340374.62,1359.74,2
-11676962.92,5340527.15,1367.46,2
-11676887.92,5340717.31,1364.28,2
-11676849.7,5340945.01,1371.68,2
-11677724.81,5339805.67,1336.61,2
-11676887.09,5340678.69,1361.48,2
-11676849.61,5340831.4,1369.03,2
-11676887.88,5340641.74,1358.82,2
-11676849.84,5340793.54,1368.55,2
-11676963.98,5340450.02,1364.42,2
-11677343.44,5339995.19,1347.19,2
-11676887.44,5340603.31,1357.13,2
-11676850.87,5340717.37,1366.6,2
-11676925.95,5340488.89,1366.08,2
-11676811.59,5340869.47,1367.73,2
-11676887.38,5340565.33,1359.51,2
-11676849.28,5340679.01,1362.56,2
-11677116.05,5340184.63,1359.68,2
-11677496.47,5339881.13,1348.33,1
-11676887.77,5340527.5,1362.38,2
-11676963.38,5340374.57,1359.73,2
-11676849.62,5340602.94,1357.8,2
-11677001.52,5340298.33,1357.47,1
-11676887.84,5340489.56,1366.2,2
-11676849.54,5340565.36,1357.02,2
-11677115.44,5340146.25,1361.89,2
-11676773.09,5340793.52,1363.99,2
-11676887.72,5340450.91,1366.35,2
-11677533.81,5339842.85,1343.16,1
-11676734.15,5340946.02,1370.79,2
-11676849.81,5340489.92,1361.54,2
-11676771.69,5340679.16,1363.87,2
-11676735.27,5340832.73,1367.79,2
-11676735.17,5340792.27,1365.22,2
-11676773.58,5340640.28,1363.96,2
-11676811.3,5340527.22,1356.05,1
-11676734.63,5340755.64,1361.69,2
-11676734.68,5340717.1,1361.15,2
-11676925.77,5340298.64,1357.47,2
-11676696.91,5340908.08,1367.54,2
-11676811.2,5340489.07,1359.44,1
-11676773.68,5340564.9,1356.47,2
-11676697.24,5340869.25,1368.57,2
-11676698.92,5340831.29,1368.11,2
-11677039.28,5340146.45,1358.12,2
-11677115.41,5340070.59,1359.74,2
-11676698.53,5340793.2,1365.98,2
-11676734.65,5340641.54,1362.98,2
-11676697.52,5340755.31,1363.25,2
-11676849.85,5340374.26,1364.23,2
-11676736.6,5340602.05,1365.29,2
-11676697.52,5340717.44,1360.22,2
-11676659.23,5340983.13,1367.1,2
-11676659.49,5340945.88,1365.22,2
-11676658.99,5340907.38,1364.51,2
-11676735.57,5340565.29,1359.25,2
-11677001.87,5340146.55,1356.54,2
-11677229.51,5339955.81,1352.65,2
-11676925.93,5340222.65,1354.28,2
-11676697.09,5340641.52,1358.11,2
-11676735.49,5340527.73,1353.79,2
-11676772.82,5340451.66,1362.27,2
-11676622.0,5340983.56,1368.59,2
-11676621.42,5340945.38,1367.09,2
-11676736.48,5340488.91,1353.68,1
-11677153.86,5339994.12,1360.17,2
-11676620.88,5340870.29,1362.4,2
-11676620.34,5340832.38,1362.92,2
-11676812.44,5340336.94,1361.75,2
-11677647.06,5339765.88,1342.59,1
-11676658.92,5340603.08,1354.93,2
-11676773.01,5340374.95,1364.98,2
-11676582.08,5340984.13,1366.93,2
-11676697.3,5340489.52,1351.78,2
-11676583.58,5340906.53,1364.78,2
-11676583.01,5340869.26,1361.97,2
-11676621.83,5340679.38,1362.19,2
-11676963.43,5340108.5,1355.05,1
-11676887.5,5340184.11,1352.67,2
-11676772.74,5340336.04,1362.08,2
-11677001.34,5340070.65,1358.7,2
-11676659.01,5340526.49,1352.98,1
-11676811.36,5340261.26,1355.84,1
-11676735.84,5340374.95,1365.34,2
-11676544.71,5340983.1,1364.83,2
-11676544.18,5340945.77,1364.18,2
-11676774.29,5340298.89,1361.29,2
-11676545.43,5340869.14,1362.37,2
-11676696.69,5340413.09,1358.74,2
-11676621.12,5340565.0,1353.69,2
-11676926.49,5340108.85,1353.12,2
-11676887.85,5340146.81,1352.38,1
-11676545.09,5340831.16,1360.62,2
-11676849.68,5340184.79,1351.78,2
-11676734.93,5340336.57,1364.87,2
-11677115.37,5339956.11,1361.35,2
-11676545.61,5340755.59,1356.98,2
-11676544.49,5340717.57,1356.71,2
-11676506.04,5340908.07,1361.52,2
-11676658.98,5340412.76,1354.0,2
-11676545.57,5340679.22,1357.78,2
-11676850.01,5340146.58,1351.28,1
-11676507.21,5340793.91,1359.22,2
-11676773.5,5340223.2,1352.72,2
-11676621.68,5340451.43,1350.15,2
-11676545.63,5340603.23,1357.5,2
-11676469.09,5340983.65,1359.96,2
-11676468.44,5340907.68,1359.12,2
-11676506.64,5340679.62,1353.77,2
-11676469.0,5340831.71,1359.88,2
-11676507.16,5340641.27,1354.04,2
-11676469.56,5340793.46,1359.63,2
-11676469.59,5340755.22,1358.73,2
-11676697.34,5340260.88,1356.13,2
-11676468.83,5340717.91,1356.9,2
-11676430.82,5340907.83,1357.41,2
-11676544.83,5340489.49,1349.53,2
-11676658.69,5340299.26,1359.9,2
-11676430.84,5340869.72,1357.73,2
-11676430.81,5340831.99,1356.63,2
-11676735.42,5340185.24,1350.53,2
-11676888.02,5340032.36,1351.65,1
-11676506.91,5340527.37,1352.45,2
-11676470.3,5340603.39,1350.67,2
-11676926.13,5339994.77,1355.86,1
-11676430.55,5340717.37,1360.64,2
-11677116.08,5339880.55,1359.57,2
-11676469.23,5340564.75,1350.06,1
-11676393.34,5340831.84,1354.83,2
-11676430.61,5340642.14,1352.49,2
-11676964.1,5339956.18,1361.38,2
-11676354.42,5340983.9,1352.45,2
-11676392.71,5340716.86,1358.14,2
-11676469.61,5340488.99,1349.91,1
-11676430.3,5340565.83,1349.06,2
-11676545.48,5340337.01,1347.21,2
-11676354.79,5340831.58,1353.51,2
-11676355.11,5340793.59,1353.0,1
-11676391.99,5340641.72,1351.05,1
-11676469.4,5340451.32,1348.62,1
-11676430.74,5340527.76,1347.07,2
-11676392.94,5340604.73,1348.74,1
-11676316.04,5340984.04,1351.42,1
-11676315.91,5340944.9,1351.36,1
-11676355.21,5340717.64,1354.42,2
-11676433.42,5340490.8,1347.56,1
-11676392.86,5340565.94,1347.53,2
-11676696.69,5340109.11,1347.4,1
-11676317.64,5340794.04,1351.12,1
-11676354.84,5340642.16,1350.73,2
-11676392.75,5340528.48,1347.44,1
-11676469.94,5340375.0,1345.82,1
-11676317.73,5340755.92,1350.62,2
-11676278.2,5340984.04,1351.27,1
-11676278.96,5340945.56,1350.76,2
-11676507.66,5340297.66,1346.03,1
-11676277.84,5340909.56,1349.33,1
-11677001.12,5339880.73,1354.45,2
-11676316.59,5340678.52,1349.37,1
-11676351.93,5340563.82,1347.61,1
-11676583.38,5340185.85,1346.57,1
-11677192.8,5339803.77,1355.97,1
-11676274.62,5340830.14,1349.35,1
-11676850.25,5339956.18,1349.64,2
-11676280.31,5340792.67,1349.43,1
-11676356.29,5340528.15,1347.26,1
-11676430.04,5340376.2,1345.73,1
-11676239.06,5340947.45,1357.1,1
-11676240.11,5340869.91,1350.15,1
-11676963.62,5339879.58,1358.13,2
-11676240.69,5340832.24,1349.84,1
-11676280.09,5340641.09,1348.85,1
-11676354.83,5340453.7,1346.89,1
-11676202.39,5340946.32,1348.59,2
-11676202.55,5340870.03,1350.28,2
-11676279.26,5340564.07,1348.29,1
-11676238.92,5340602.94,1349.37,1
-11676164.1,5340946.11,1352.58,2
-11677728.13,5339772.76,1338.66,2
-11676812.73,5339917.88,1348.41,1
-11676276.08,5340488.68,1350.89,1
-11676202.01,5340679.41,1349.64,2
-11676164.88,5340831.12,1351.48,1
-11676468.48,5340183.5,1344.48,1
-11677749.47,5339782.31,1338.73,2
-11676202.06,5340603.12,1351.28,2
-11676772.83,5339917.81,1346.22,1
-11676354.68,5340299.12,1348.76,1
-11676164.09,5340679.42,1352.15,2
-11676925.69,5339842.33,1352.61,2
-11676163.67,5340641.28,1353.07,2
-11676737.03,5339918.03,1344.71,1
-11676163.73,5340603.6,1353.17,2
-11676088.55,5340983.39,1358.31,2
-11676126.49,5340717.32,1352.96,1
-11676087.79,5340908.28,1355.04,2
-11676887.68,5339843.71,1351.25,1
-11676126.03,5340679.34,1354.32,2
-11677003.05,5339803.67,1353.56,1
-11676430.15,5340145.84,1344.39,1
-11676164.19,5340565.47,1353.74,2
-11676088.01,5340832.06,1352.43,2
-11676278.54,5340336.52,1351.11,1
-11676547.63,5340032.98,1343.21,1
-11676087.71,5340793.15,1352.59,2
-11676164.55,5340527.23,1353.39,2
-11676088.69,5340755.81,1353.94,2
-11676696.29,5339918.27,1344.23,1
-11676050.05,5340945.67,1356.97,2
-11676050.94,5340907.85,1354.16,2
-11676847.73,5339843.41,1347.78,1
-11676088.26,5340679.03,1356.29,2
-11676126.32,5340565.29,1355.28,2
-11676050.0,5340831.08,1353.63,1
-11676317.74,5340222.14,1345.83,1
-11676736.24,5339879.74,1343.99,2
-11676087.98,5340603.37,1357.74,2
-11676011.72,5340946.1,1356.24,2
-11676050.59,5340717.18,1357.48,2
-11676050.1,5340679.62,1358.36,2
-11676011.92,5340793.6,1357.63,2
-11676698.2,5339881.42,1342.95,1
-11676164.11,5340375.19,1350.85,2
-11677763.12,5339841.77,1334.18,2
-11676012.95,5340717.24,1360.14,2
-11675974.34,5340907.5,1354.66,2
-11676088.3,5340489.16,1356.28,2
-11677457.98,5339765.98,1347.58,1
-11676012.67,5340641.52,1361.4,2
-11676088.46,5340450.85,1354.97,1
-11676050.17,5340526.75,1358.52,2
-11675935.8,5340983.3,1357.75,2
-11675936.01,5340945.67,1356.06,2
-11676012.55,5340603.09,1362.91,2
-11675936.58,5340907.51,1355.21,2
-11675936.33,5340869.71,1355.61,2
-11676087.8,5340413.48,1352.72,2
-11676050.16,5340488.83,1357.67,2
-11675976.31,5340678.72,1364.05,2
-11675935.84,5340831.61,1357.87,2
-11676316.48,5340108.11,1350.85,1
-11676012.13,5340564.78,1361.2,2
-11676201.42,5340221.77,1348.82,2
-11675976.35,5340639.74,1365.49,2
-11677685.86,5339841.64,1339.61,2
-11676012.4,5340526.77,1360.55,2
-11677381.91,5339766.02,1353.89,2
-11675898.45,5340946.07,1356.82,2
-11676810.08,5339804.5,1346.54,1
-11675973.82,5340604.06,1364.28,2
-11675897.77,5340907.8,1355.71,2
-11675936.22,5340717.75,1365.95,2
-11676012.4,5340488.76,1358.2,2
-11675937.36,5340680.16,1367.91,2
-11676316.54,5340070.32,1353.72,2
-11677344.56,5339766.33,1356.74,2
-11675974.04,5340527.35,1361.06,2
-11675896.6,5340757.02,1366.93,2
-11675860.19,5340946.29,1358.44,2
-11675860.06,5340907.56,1356.68,2
-11675898.72,5340716.99,1369.44,2
-11675973.96,5340489.4,1357.58,1
-11675860.04,5340831.81,1357.96,2
-11676049.81,5340336.47,1350.7,2
-11675935.62,5340565.31,1363.13,2
-11675897.83,5340679.59,1369.84,2
-11676163.43,5340184.11,1351.37,1
-11677786.94,5339921.7,1335.73,2
-11675859.35,5340793.19,1360.65,2
-11675897.9,5340640.68,1368.89,2
-11675936.0,5340526.73,1360.3,2
-11676088.14,5340260.71,1353.28,2
-11675860.12,5340756.78,1364.51,2
-11675821.79,5340983.89,1360.26,2
-11677762.33,5339917.41,1335.97,2
-11676467.72,5339917.06,1343.59,1
-11675897.76,5340602.45,1365.41,2
-11677688.07,5339881.87,1335.71,2
-11675936.12,5340488.88,1357.16,2
-11675897.52,5340564.84,1361.94,2
-11675859.67,5340678.25,1370.68,2
-11675974.17,5340375.39,1352.27,2
-11675859.1,5340640.24,1369.1,2
-11677790.08,5339955.78,1335.73,2
-11675783.72,5340984.13,1362.34,2
-11675783.82,5340946.04,1360.06,2
-11676316.77,5339994.4,1353.35,1
-11675859.64,5340602.36,1364.91,2
-11675820.77,5340719.06,1368.35,2
-11675898.06,5340488.84,1356.69,2
-11675783.85,5340832.05,1359.8,2
-11677230.34,5339765.94,1358.31,2
-11675821.13,5340679.88,1370.52,2
-11677419.72,5339804.33,1351.25,2
-11675783.24,5340793.73,1362.19,2
-11675821.6,5340640.67,1367.74,2
-11675784.31,5340756.67,1366.51,2
-11676012.25,5340260.98,1357.25,2
-11677686.42,5339916.58,1336.42,2
-11675744.96,5340983.33,1362.66,2
-11675898.04,5340413.74,1354.17,2
-11676316.71,5339956.12,1351.89,2
-11676088.16,5340146.45,1356.69,2
-11677724.83,5339956.37,1336.85,2
-11676012.25,5340222.93,1359.08,2
-11676429.86,5339881.98,1344.51,2
-11675783.49,5340640.13,1368.83,2
-11675974.57,5340260.23,1356.38,1
-11675745.98,5340756.63,1367.91,2
-11675707.24,5340945.65,1360.61,2
-11677762.4,5339994.0,1336.62,2
-11675784.15,5340603.28,1365.82,2
-11675707.9,5340907.53,1359.64,2
-11675746.03,5340717.19,1371.42,2
-11675784.2,5340564.72,1364.39,2
-11677687.96,5339955.82,1337.43,2
-11675708.51,5340793.88,1364.22,2
-11676580.42,5339805.81,1342.28,9
-11675974.07,5340222.51,1359.53,2
-11675746.11,5340639.52,1369.31,2
-11676164.27,5340032.59,1357.67,2
-11675784.05,5340527.22,1361.53,2
-11675936.12,5340260.64,1355.82,1
-11675708.24,5340756.76,1368.14,2
-11677634.76,5339933.75,1338.85,1
-11675669.21,5340983.92,1362.69,2
-11675669.87,5340945.4,1361.48,2
-11677725.26,5339995.41,1336.85,2
-11676316.32,5339918.63,1350.39,2
-11675746.36,5340602.56,1367.57,2
-11675897.91,5340298.67,1356.56,1
-11675706.53,5340718.95,1371.77,2
-11675669.93,5340869.45,1359.93,1
-11677800.91,5340070.54,1337.34,2
-11676050.24,5340108.68,1359.07,2
-11675974.38,5340185.24,1362.84,2
-11676700.63,5339766.51,1343.04,1
-11675708.37,5340641.55,1370.94,2
-11676354.99,5339881.28,1346.78,1
-11677587.42,5339926.19,1338.75,2
-11675670.0,5340757.31,1369.98,2
-11675631.85,5340907.89,1361.37,2
-11675632.06,5340869.71,1360.09,2
-11677724.3,5340031.02,1337.39,2
-11677077.84,5339765.4,1357.8,2
-11675631.38,5340831.87,1362.16,2
-11675670.75,5340679.2,1374.11,2
-11675936.43,5340184.59,1361.52,2
-11675631.01,5340794.34,1365.77,2
-11675670.86,5340640.61,1373.28,2
-11675783.36,5340374.94,1355.53,1
-11675629.97,5340757.23,1370.49,2
-11676658.24,5339764.89,1342.39,9
-11675670.88,5340601.1,1371.64,2
-11675630.78,5340718.46,1374.11,2
-11677773.27,5340106.83,1338.75,2
-11675707.43,5340488.96,1363.06,2
-11677686.41,5340031.88,1337.72,2
-11677230.23,5339804.19,1356.47,2
-11675783.54,5340337.59,1360.18,2
-11675632.34,5340679.39,1375.55,2
-11677570.19,5339954.86,1338.83,1
-11677573.84,5339957.94,1338.37,2
-11677419.06,5339879.35,1348.63,1
-11675632.51,5340640.69,1374.64,2
-11677810.04,5340168.55,1338.73,2
-11675669.37,5340526.39,1365.48,2
-11675822.52,5340260.46,1361.96,2
-11675631.75,5340602.18,1371.66,2
-11675554.95,5340907.17,1363.12,2
-11675784.39,5340298.99,1363.27,2
-11675707.35,5340412.87,1359.6,2
-11675555.28,5340832.09,1361.38,2
-11677687.58,5340071.94,1340.47,2
-11675898.1,5340147.39,1365.81,2
-11676126.27,5339956.14,1358.65,2
-11675821.85,5340222.82,1360.69,2
-11675593.98,5340639.93,1375.23,2
-11675555.59,5340756.48,1364.98,2
-11675631.42,5340526.29,1365.12,2
-11677572.38,5339993.92,1338.55,2
-11675517.34,5340982.58,1369.1,2
-11675516.86,5340945.11,1365.11,2
-11675594.23,5340601.54,1372.39,2
-11675517.5,5340908.28,1364.56,2
-11676049.86,5339994.47,1360.63,2
-11676164.21,5339918.0,1355.39,1
-11677154.39,5339804.14,1358.41,2
-11675746.13,5340298.97,1364.3,2
-11675517.85,5340869.19,1362.92,2
-11675631.68,5340488.57,1362.24,2
-11676581.83,5339762.25,1342.35,9
-11675593.57,5340564.84,1368.74,2
-11675708.04,5340337.41,1362.43,2
-11675553.94,5340679.88,1372.87,2
-11677648.82,5340072.57,1339.72,1
-11675822.04,5340185.02,1359.42,2
-11676088.31,5339956.16,1359.4,2
-11675898.01,5340109.32,1368.23,2
-11677579.64,5340019.62,1338.75,2
-11677419.56,5339918.51,1345.99,1
-11675784.38,5340221.58,1363.45,2
-11677820.04,5340272.55,1340.07,2
-11675517.67,5340755.51,1366.89,2
-11676392.41,5339804.01,1346.81,2
-11675974.22,5340032.02,1363.07,1
-11675479.44,5340943.57,1368.08,2
-11675556.75,5340602.97,1374.11,2
-11675479.86,5340907.37,1367.3,2
-11677613.57,5340062.48,1338.74,2
-11675478.9,5340869.52,1363.3,2
-11677229.57,5339840.35,1352.56,1
-11675479.75,5340832.82,1364.25,2
-11675557.64,5340564.41,1369.94,2
-11675669.52,5340336.66,1362.76,2
-11677381.95,5339916.84,1346.86,2
-11677801.02,5340299.35,1341.05,2
-11676506.87,5339765.1,1342.41,9
-11675632.03,5340374.42,1360.16,2
-11675480.17,5340755.8,1370.22,2
-11675442.07,5340983.49,1372.06,2
-11675480.71,5340717.55,1370.54,2
-11675440.42,5340906.1,1366.06,2
-11675441.48,5340869.11,1364.02,2
-11675593.34,5340413.7,1361.98,2
-11675555.02,5340488.41,1363.04,2
-11677829.81,5340374.74,1342.71,2
-11677686.06,5340184.44,1346.72,1
-11675480.99,5340679.39,1370.43,2
-11675631.66,5340337.22,1359.44,2
-11675516.76,5340563.71,1371.14,2
-11676012.33,5339956.31,1362.5,2
-11675555.01,5340451.61,1361.17,2
-11675479.18,5340642.43,1372.7,2
-11675707.94,5340221.41,1369.2,2
-11675593.65,5340373.78,1362.84,2
-11677457.84,5339994.26,1341.03,2
-11675403.11,5340945.57,1367.12,2
-11675403.49,5340908.04,1366.14,2
-11675400.11,5340983.85,1371.73,2
-11675442.16,5340716.38,1373.73,2
-11677686.17,5340223.0,1347.53,2
-11675631.22,5340298.76,1365.13,2
-11677154.03,5339842.1,1357.62,2
-11677648.69,5340184.48,1350.02,2
-11677039.8,5339803.85,1357.82,2
-11675403.55,5340831.83,1365.57,2
-11675594.3,5340335.85,1361.46,2
-11675478.21,5340563.61,1372.13,2
-11677573.6,5340109.19,1339.88,2
-11675403.5,5340794.37,1369.87,2
-11675517.82,5340452.76,1361.29,2
-11675443.2,5340641.21,1375.12,2
