x,y,z,type
341.77,130.48,739.48,4
225.04,80.05,697.12,4
112.7,6.91,532.34,2
329.89,247.97,518.93,2
420.59,47.83,427.26,2
368.51,194.48,567.75,2
176.89,228.01,480.4,2
309.48,442.1,464.25,2
318.03,286.19,527.73,2
182.11,156.4,486.08,2
31.83,333.4,438.7,2
115.02,73.46,627.75,2
301.74,126.87,682.29,4
109.0,131.88,669.02,2
118.46,432.8,427.82,2
437.68,246.18,478.41,2
139.3,160.46,522.55,2
0.48,171.73,497.3,2
90.44,227.13,484.21,2
2.23,118.88,551.83,2
18.75,10.12,496.47,2
136.91,104.76,595.93,2
337.74,295.89,501.77,2
322.2,395.59,485.27,2
443.13,67.26,429.48,2
325.87,289.45,527.25,2
401.37,282.3,492.89,2
330.23,365.5,548.19,2
375.72,362.1,703.4,4
371.88,262.83,494.1,2
312.0,103.47,614.01,4
59.89,162.32,658.32,2
282.5,281.8,577.7,2
220.18,1.49,562.02,2
226.34,240.84,604.51,2
29.72,331.55,433.96,2
119.5,328.2,666.43,4
92.35,332.92,617.68,4
172.15,215.55,464.13,2
307.66,345.14,471.81,2
34.86,66.34,525.72,2
114.27,334.45,646.75,4
5.61,27.3,507.43,2
120.95,302.4,631.03,4
232.44,209.1,501.28,2
209.85,53.33,708.73,4
440.16,421.31,538.79,2
7.88,206.54,508.87,2
202.25,120.9,584.4,4
425.51,94.82,434.84,2
235.83,428.73,440.12,2
59.67,369.1,448.52,2
316.5,104.12,632.24,2
218.76,11.18,576.17,2
202.84,135.88,545.28,2
63.32,154.78,665.93,4
337.83,377.6,578.6,4
416.88,320.86,580.65,4
176.8,449.46,416.21,2
265.13,162.32,547.28,2
21.72,45.77,509.71,2
375.6,128.53,623.5,4
229.93,85.43,665.93,4
168.01,430.27,448.44,2
283.9,411.04,439.99,2
423.31,247.15,447.0,1
329.56,202.89,595.39,3
290.02,128.79,657.92,4
212.48,154.65,509.67,2
134.0,332.56,663.05,4
295.2,135.38,659.51,4
250.79,177.47,535.01,2
93.54,407.68,451.49,2
223.68,99.01,702.75,4
202.48,62.82,731.3,4
86.58,40.82,535.68,2
107.61,116.26,706.7,4
256.33,399.26,463.41,2
186.25,235.88,484.76,2
169.59,152.19,490.67,2
435.46,56.64,421.62,2
226.53,283.33,568.02,4
111.8,179.89,507.76,2
200.64,429.27,450.47,2
9.81,14.51,467.6,2
319.28,403.06,467.74,2
0.08,176.18,510.56,2
417.07,371.52,670.03,4
49.07,69.47,539.31,2
235.06,306.93,529.69,2
291.31,344.16,461.86,2
205.8,248.18,571.76,4
413.96,290.48,504.14,2
136.7,57.59,593.85,2
314.36,50.46,518.95,2
31.66,236.0,459.11,2
100.61,270.48,522.28,2
4.71,135.68,513.01,2
290.06,397.7,463.06,2
213.89,105.65,676.35,4
317.09,138.33,769.77,4
9.8,224.24,477.11,2
115.77,300.31,616.7,2
102.05,15.34,523.29,2
307.16,89.14,585.48,2
358.68,332.61,600.2,2
140.27,369.0,550.87,4
99.65,342.21,605.85,4
223.09,84.29,733.85,4
100.5,187.66,503.69,2
65.87,177.06,562.65,2
95.83,438.35,420.52,2
27.06,176.99,550.47,2
404.18,397.61,623.71,2
148.16,83.48,592.67,2
421.15,335.84,621.55,4
168.25,149.26,490.72,2
76.17,1.29,517.04,2
429.98,55.67,427.72,2
433.92,93.33,421.22,2
369.9,194.6,604.94,4
213.06,167.72,497.83,2
163.91,403.65,452.04,2
13.63,184.86,526.65,2
18.29,15.68,472.38,2
28.16,414.03,418.91,2
404.35,152.58,563.7,2
122.54,430.96,420.66,2
322.49,142.42,748.56,4
124.03,1.7,532.65,2
285.29,424.46,429.11,2
10.92,105.24,525.22,2
429.26,173.93,494.9,2
112.97,193.47,461.73,2
82.32,361.16,534.91,2
370.24,347.76,660.13,4
143.8,162.84,473.23,2
352.01,35.56,461.69,2
111.29,29.13,560.57,2
15.24,248.67,446.39,2
397.56,444.52,549.32,2
119.2,37.84,565.23,2
319.4,201.13,610.2,3
187.58,279.14,512.09,2
381.14,298.99,509.83,2
54.52,378.39,451.77,2
167.84,332.13,593.4,4
111.34,110.4,699.13,4
260.23,146.85,568.02,4
446.6,228.3,477.58,2
294.0,445.93,488.33,2
46.05,213.64,509.34,2
411.47,18.16,395.91,2
132.15,53.65,594.91,2
262.44,418.58,483.27,2
167.51,389.76,468.85,2
350.0,425.57,521.86,2
47.6,268.27,438.71,2
165.92,63.62,679.51,4
114.71,269.74,540.95,2
5.12,147.26,530.11,2
305.24,83.32,555.36,2
357.88,246.62,500.94,2
28.47,45.62,495.08,2
287.63,41.02,508.5,2
73.66,312.93,522.19,4
428.93,140.56,483.57,2
254.93,160.73,513.91,2
448.48,163.7,466.42,2
88.74,327.61,593.66,2
190.69,369.17,501.27,2
182.8,397.28,458.93,2
6.68,248.2,468.1,2
288.3,409.41,469.39,2
166.88,227.01,482.32,2
65.65,127.48,705.39,4
220.73,362.17,488.16,2
435.09,88.8,451.87,2
439.0,217.23,496.39,2
24.02,416.78,399.61,2
279.15,371.05,476.88,2
72.12,353.62,522.41,2
373.13,82.33,506.57,2
98.16,179.89,531.09,2
55.38,111.18,679.55,2
403.78,18.49,399.46,2
17.16,377.19,410.35,2
52.98,269.78,432.68,2
137.8,189.03,456.61,3
191.58,296.48,510.14,2
10.52,278.5,448.46,2
220.28,105.86,657.88,4
206.23,80.81,752.31,4
212.95,48.18,681.84,4
41.27,198.89,532.54,2
229.57,18.35,552.36,2
330.07,349.94,536.21,2
24.42,226.77,459.36,2
61.28,385.68,476.88,2
448.26,329.44,550.84,2
441.78,221.34,467.62,2
430.49,412.22,573.31,2
418.76,29.48,432.4,2
157.9,340.28,609.31,4
367.03,64.61,492.98,2
226.0,413.96,459.55,2
227.7,143.58,530.87,2
16.57,81.94,529.89,2
305.86,402.94,488.8,2
75.93,353.19,542.38,2
161.9,392.83,483.2,2
249.83,261.02,672.82,4
446.83,283.4,497.13,2
177.42,358.95,522.48,2
259.81,162.11,580.36,2
199.03,79.54,783.79,4
368.92,114.14,594.76,2
442.82,263.64,435.29,1
0.81,15.21,475.48,2
67.21,277.22,458.22,2
402.99,59.41,430.22,2
102.27,293.9,588.31,4
47.86,160.72,624.72,2
100.92,262.62,506.63,2
280.77,213.71,544.07,2
60.64,421.47,421.16,2
43.11,287.19,447.58,2
392.08,351.97,683.17,4
5.17,290.23,446.77,2
253.05,157.65,523.93,2
421.72,330.09,579.09,4
406.58,19.8,405.31,2
106.95,26.27,535.0,2
350.49,5.56,405.28,2
64.02,89.78,664.39,2
228.13,288.71,553.06,4
135.12,21.82,543.49,2
400.21,352.34,681.72,4
379.99,335.33,648.75,4
209.37,333.79,493.43,2
47.38,104.53,633.39,4
150.98,337.34,608.64,2
119.69,249.2,484.08,2
196.22,354.8,499.31,2
288.9,434.31,458.05,2
97.65,396.02,478.23,2
106.25,334.75,639.83,4
425.11,335.77,584.05,4
107.63,408.41,469.76,2
283.81,311.78,477.56,2
211.27,377.87,458.61,2
313.93,385.89,463.94,2
256.65,138.49,550.14,2
95.38,280.18,562.13,4
12.11,48.01,518.25,2
418.03,155.19,511.57,2
18.74,311.68,430.51,2
285.25,313.65,491.01,2
265.71,163.53,552.64,2
367.9,368.8,676.46,4
390.51,411.48,590.14,2
48.2,92.58,641.72,2
365.41,285.38,502.15,2
371.28,284.19,495.88,2
44.04,340.81,462.0,2
92.25,143.61,660.12,4
127.17,322.09,664.88,4
165.61,144.37,511.58,2
383.12,278.22,482.24,2
13.94,185.81,499.3,2
156.05,317.1,621.11,2
97.46,388.01,506.86,4
0.58,90.92,544.37,2
342.98,440.04,515.71,2
221.17,358.55,492.61,2
83.03,222.56,471.98,2
117.26,424.74,448.86,2
127.68,96.62,621.15,4
286.44,36.4,483.26,2
354.56,313.72,556.73,4
180.57,177.57,444.28,2
400.68,38.78,420.35,2
92.75,118.44,757.07,4
405.55,225.54,469.8,2
105.11,207.41,502.53,2
239.2,339.51,484.5,2
156.82,147.0,476.28,2
69.9,379.4,465.85,2
76.3,197.46,507.64,2
348.05,260.63,503.09,2
398.31,107.07,504.59,2
86.21,135.68,711.71,4
69.57,70.19,576.31,2
111.41,146.95,611.9,4
85.17,438.82,414.0,2
327.93,45.81,493.88,2
172.9,442.72,424.45,2
357.7,329.98,592.24,2
48.09,92.9,643.19,4
15.27,179.56,531.19,2
225.22,284.57,538.9,2
63.82,271.67,445.87,2
408.6,193.51,529.38,2
258.29,337.1,468.77,2
325.0,396.03,503.66,2
348.32,315.04,557.3,2
204.26,140.86,513.95,2
282.72,44.04,484.79,2
320.92,283.33,518.47,2
112.53,190.61,477.49,2
184.21,303.86,539.86,2
418.59,82.38,421.43,2
174.92,220.43,454.58,2
438.58,17.17,408.65,2
351.81,423.26,522.48,2
233.65,45.49,582.96,2
230.49,287.67,549.91,2
234.76,184.66,527.29,2
307.96,176.62,664.57,4
343.22,55.08,499.71,2
25.48,123.46,604.45,2
179.86,5.99,553.32,2
314.21,158.46,736.18,4
119.32,100.99,647.17,2
98.51,360.67,540.15,4
95.41,58.18,578.44,2
285.43,211.12,532.59,2
252.92,101.69,573.69,2
368.43,367.28,672.98,4
210.65,132.45,550.73,2
375.19,159.64,643.8,2
120.34,169.27,486.65,2
83.65,1.21,534.05,2
324.81,126.55,724.61,4
215.8,192.82,514.38,2
286.79,296.67,502.91,2
384.5,25.68,445.78,2
372.55,407.61,592.75,2
284.92,6.74,476.43,2
5.17,428.3,421.39,2
45.68,64.23,538.56,2
105.14,349.34,606.73,4
406.84,356.25,679.83,4
75.56,401.01,431.13,2
300.81,402.26,447.37,2
354.63,377.46,626.44,2
333.86,197.36,637.24,3
249.78,119.02,551.61,2
221.88,26.3,586.96,2
210.19,64.99,729.34,4
242.79,388.29,475.39,2
2.97,378.35,396.02,2
299.39,378.25,466.9,2
168.73,188.47,419.95,1
286.67,286.26,543.7,2
12.84,274.35,433.69,2
148.71,441.77,402.33,2
229.78,218.1,578.15,2
281.38,152.37,609.13,2
164.77,213.54,441.43,2
94.83,195.84,506.98,2
190.07,249.31,517.54,2
372.48,181.68,608.1,2
122.26,227.89,497.1,2
356.38,148.9,717.78,4
142.69,134.65,525.27,2
352.9,18.02,431.02,2
325.2,398.52,494.44,2
135.18,2.79,535.34,2
85.47,414.64,419.68,2
355.06,409.42,543.63,2
275.28,277.51,577.72,2
306.44,95.63,578.91,2
300.15,206.05,579.36,1
16.64,348.54,415.6,2
411.34,295.07,493.45,2
353.94,252.95,508.56,2
116.1,135.92,622.67,2
288.79,420.24,461.38,2
24.58,255.38,457.98,2
364.65,258.89,485.28,2
413.38,200.91,516.82,2
266.39,421.97,453.26,2
441.35,213.95,469.59,2
290.03,95.52,568.89,2
68.29,6.99,533.82,2
54.75,434.86,413.95,2
39.66,391.3,433.12,2
323.71,109.02,660.45,2
84.33,22.56,527.07,2
384.97,328.37,609.37,4
282.88,319.16,457.69,2
114.32,433.94,431.53,2
322.74,5.13,464.4,2
367.8,35.86,442.33,2
139.98,328.25,661.02,4
218.85,26.9,607.65,4
258.73,197.43,561.83,2
163.47,290.2,557.22,2
283.37,188.08,568.59,2
353.08,255.07,505.74,2
131.57,27.29,571.21,2
372.33,149.42,655.88,2
439.85,374.08,578.81,2
192.85,399.66,458.93,2
169.5,308.17,550.69,2
363.37,127.49,644.25,4
118.37,190.13,466.33,2
399.35,19.03,407.68,2
374.95,365.29,700.92,4
123.23,383.03,500.48,2
308.09,411.19,463.88,2
249.15,358.82,482.18,2
90.19,337.58,601.67,4
273.1,304.95,508.93,2
209.4,92.96,739.69,4
356.25,206.87,590.12,4
362.96,347.47,652.26,4
403.62,398.29,642.64,2
214.46,265.2,573.99,4
315.48,163.27,731.36,4
253.99,181.12,531.46,2
20.07,448.71,425.41,2
168.32,47.75,637.43,4
268.75,155.21,551.95,2
233.76,9.26,580.34,2
389.74,218.84,514.71,2
255.23,117.72,552.31,2
425.92,345.26,598.51,2
433.56,114.3,458.8,2
81.33,37.65,533.62,2
22.95,250.82,465.79,2
426.24,409.46,562.31,2
28.88,269.13,436.15,2
431.68,115.74,457.83,2
254.01,288.28,591.4,4
201.75,71.88,772.25,4
434.6,446.27,524.84,2
115.14,158.4,533.44,2
406.24,407.06,601.91,2
319.32,291.01,503.14,2
443.44,25.1,428.35,2
422.72,304.6,541.46,2
134.46,266.16,544.21,2
145.76,115.65,575.56,2
55.86,216.59,499.56,2
64.42,304.94,500.3,2
5.68,322.75,426.05,2
417.46,99.25,455.24,2
420.29,390.04,623.42,2
43.64,417.95,416.24,2
379.01,282.77,482.5,2
370.38,214.89,536.5,2
282.68,64.25,519.33,2
321.18,249.02,527.61,2
65.12,391.83,451.26,2
70.06,122.0,756.59,4
377.8,150.53,643.8,4
406.43,51.38,430.82,2
440.38,25.58,429.66,2
95.02,214.85,476.15,2
128.8,116.01,618.14,2
449.14,416.29,553.42,2
43.9,130.24,683.39,2
132.09,440.38,424.1,2
7.21,363.16,410.0,2
0.87,374.51,416.03,2
236.96,83.62,610.84,4
257.1,62.13,556.78,2
81.06,346.7,553.11,4
39.34,273.85,431.69,2
222.97,123.25,583.49,2
365.21,262.32,499.26,2
91.03,29.56,529.77,2
324.75,24.92,453.33,2
364.79,150.85,702.82,4
221.86,6.95,536.43,2
409.6,214.48,502.84,2
83.72,374.23,500.66,2
165.2,73.57,683.35,4
233.92,200.6,545.05,2
232.03,54.35,619.91,2
144.44,320.03,620.37,4
338.09,27.54,479.53,2
222.66,230.99,574.07,2
241.8,9.31,542.96,2
82.08,46.2,541.57,2
112.71,367.72,567.82,2
87.79,7.96,524.02,2
269.73,259.42,631.9,4
391.29,322.69,603.25,4
55.37,222.12,477.34,2
54.92,182.54,566.78,2
61.63,266.32,462.03,2
257.78,335.96,471.86,2
73.95,371.71,506.94,2
189.22,377.88,485.87,2
236.53,178.04,534.56,2
152.35,108.17,593.58,4
196.01,441.55,433.51,2
366.77,381.43,626.23,4
232.82,431.04,448.75,2
189.96,284.71,518.19,2
163.99,238.86,496.94,2
227.15,9.37,557.68,2
62.73,436.36,417.4,2
284.95,364.17,433.08,2
397.97,398.09,649.14,4
305.3,123.04,676.42,4
244.01,415.97,449.12,2
234.14,195.16,528.84,2
427.89,129.39,465.4,2
54.17,267.43,466.22,2
430.24,231.2,475.39,2
240.22,66.78,625.17,4
59.12,132.12,728.69,4
109.53,39.53,555.13,2
245.84,377.89,465.11,2
292.66,90.54,550.04,2
319.66,207.4,567.53,3
139.73,109.01,594.8,4
230.6,172.43,504.59,2
158.69,387.84,483.5,2
107.34,250.49,491.28,2
444.38,132.98,450.07,2
347.46,71.36,536.43,2
197.99,27.91,622.95,4
197.95,330.94,521.57,2
431.69,332.39,581.29,2
69.53,151.66,684.04,2
382.5,369.54,711.37,4
233.0,332.44,487.05,2
213.86,353.22,476.35,2
318.85,411.62,496.78,2
1.95,344.55,433.77,2
263.63,224.05,643.63,2
352.66,392.74,581.37,2
170.8,203.53,438.49,2
131.81,175.81,452.21,1
249.91,173.03,518.83,2
382.3,224.8,513.56,2
199.81,82.9,778.46,4
258.94,261.71,671.14,4
39.57,414.07,411.08,2
377.17,431.44,556.57,2
91.94,191.9,523.29,2
21.35,254.22,453.47,2
223.8,414.14,458.88,2
449.25,232.85,461.69,2
232.77,308.35,499.85,2
267.62,158.0,570.88,2
304.41,236.36,568.19,2
180.4,252.6,510.94,2
258.32,395.93,477.47,2
198.07,281.07,520.22,2
448.26,154.48,430.13,2
76.83,143.13,723.15,4
440.29,371.71,581.0,2
402.53,310.45,554.76,2
445.61,399.66,551.83,2
130.47,230.22,483.91,2
227.2,84.65,691.34,4
271.41,158.93,589.66,2
286.43,19.04,468.95,2
138.03,310.81,657.01,4
1.76,137.01,544.34,2
300.65,88.49,552.47,2
224.04,248.96,617.25,2
448.7,258.51,495.44,2
185.0,54.68,727.83,4
47.99,45.05,533.11,2
76.74,235.12,483.28,2
362.97,27.95,424.89,2
5.62,346.76,407.95,2
159.23,76.24,688.31,4
44.76,406.73,416.63,2
202.43,173.55,474.5,2
24.61,400.74,393.93,2
197.84,279.08,508.93,2
112.2,19.79,557.59,2
141.66,404.49,445.75,2
367.15,136.65,641.84,2
427.37,109.32,434.7,2
175.41,323.31,563.19,2
217.98,356.74,504.08,2
109.53,78.06,619.26,2
130.82,252.69,520.37,2
51.7,240.19,455.47,2
29.45,55.48,524.8,2
371.62,158.06,660.82,4
106.73,15.71,539.71,2
298.92,153.64,692.18,4
41.68,121.35,687.87,2
57.51,199.49,537.04,2
71.65,158.81,645.13,2
169.6,431.28,439.25,2
227.17,102.27,673.11,4
203.71,58.93,735.34,4
404.83,264.4,461.65,2
165.6,110.81,607.9,2
55.25,230.86,470.34,2
244.17,121.68,553.55,2
295.88,255.46,563.33,2
139.86,175.47,433.51,3
144.47,298.24,618.62,4
252.9,162.67,520.97,2
29.66,140.07,612.57,2
101.89,56.76,570.8,2
181.52,409.02,442.4,2
348.75,397.24,568.09,4
13.31,305.83,425.23,2
298.62,158.14,661.21,4
314.66,111.79,668.22,2
158.45,282.97,562.09,2
410.71,330.32,615.41,2
18.2,18.0,496.19,2
136.38,171.33,452.64,1
17.66,139.91,568.36,2
377.76,256.57,471.34,2
322.49,114.62,663.09,4
0.44,375.42,417.62,2
349.41,128.85,731.42,4
273.32,21.31,505.13,2
110.01,50.03,565.22,2
411.52,337.29,620.11,4
312.6,177.14,676.64,4
126.52,40.47,539.17,2
425.86,190.79,510.43,2
332.37,373.5,533.72,2
203.75,24.44,595.32,2
230.35,417.66,441.74,2
57.44,342.87,505.61,2
117.54,245.88,504.99,2
436.24,286.88,489.1,2
26.72,161.02,570.35,2
185.24,90.63,746.55,4
318.14,301.65,509.41,2
107.04,108.77,688.05,2
158.16,134.72,522.15,2
398.11,63.85,421.1,2
366.93,246.72,483.48,2
342.23,76.15,524.73,2
207.53,344.77,488.26,2
374.03,51.52,443.36,2
92.89,27.15,541.7,2
126.4,88.7,618.36,4
146.01,210.9,447.83,2
163.34,75.64,689.11,2
337.7,37.79,471.28,2
322.71,441.1,481.01,2
219.99,195.41,509.0,2
85.41,244.38,505.69,2
290.03,282.48,549.11,2
420.86,293.67,504.11,2
62.39,12.45,521.43,2
348.5,377.81,595.21,2
380.58,417.02,579.74,4
353.08,373.68,619.37,4
371.4,144.07,648.55,4
248.01,166.17,528.19,2
18.56,255.09,447.26,2
282.7,368.88,452.7,2
425.22,222.47,456.13,2
224.79,70.87,689.71,4
36.1,309.59,453.42,2
73.64,199.43,526.86,2
17.97,197.78,509.1,2
85.87,325.33,605.95,4
384.9,354.11,695.86,4
191.45,127.47,569.19,2
152.4,197.41,441.13,3
371.73,406.8,597.7,2
253.52,156.65,541.45,2
87.94,38.27,530.52,2
437.08,408.92,571.62,2
389.44,438.47,543.59,2
365.02,27.0,433.65,2
304.4,274.12,530.22,2
428.76,216.33,496.73,2
291.31,134.69,630.8,4
84.98,305.41,580.66,2
38.34,297.22,427.11,2
187.37,238.49,512.42,2
254.17,178.35,542.27,2
400.5,246.65,449.89,1
50.52,387.98,442.83,2
238.85,113.19,582.01,2
249.31,101.95,564.93,2
264.81,36.1,510.26,2
183.61,33.06,605.19,2
247.75,321.57,499.25,2
340.61,51.58,505.08,2
45.94,373.59,446.95,2
176.38,77.06,755.77,4
348.74,61.56,488.93,2
349.27,25.9,449.57,2
6.83,267.44,465.19,2
95.91,134.97,720.2,4
399.88,279.53,470.83,2
392.46,253.33,493.18,2
75.6,335.45,534.22,4
343.63,306.23,527.85,2
167.86,331.76,573.19,2
324.8,19.58,455.43,2
246.97,361.36,475.86,2
50.84,416.41,418.26,2
86.92,201.05,501.02,2
377.17,261.62,479.02,2
49.69,360.31,463.73,2
83.37,249.41,473.83,2
171.37,64.91,726.1,4
393.93,242.3,434.93,1
426.94,6.21,397.19,2
154.07,67.92,623.5,2
15.96,82.03,516.88,1
368.23,305.78,533.93,2
71.23,380.3,485.12,2
177.04,392.86,467.77,2
148.17,97.34,616.56,2
265.15,19.65,512.19,2
210.49,259.67,574.13,4
159.16,2.69,539.73,2
9.23,206.73,490.92,2
443.88,20.42,426.72,2
122.7,123.0,642.81,2
117.93,256.03,487.89,2
446.48,15.35,410.48,2
252.28,346.91,491.37,2
284.9,285.58,534.59,2
163.31,126.71,556.96,2
422.39,306.6,506.83,2
136.8,343.5,630.79,4
285.84,157.69,611.24,2
182.68,27.2,601.95,2
444.79,216.66,481.8,2
165.28,109.54,619.73,4
3.25,391.94,423.96,2
203.91,200.48,445.72,1
76.01,29.85,518.3,2
135.67,138.82,545.28,2
421.84,153.21,485.3,2
414.55,262.5,477.77,2
261.22,444.36,445.66,2
160.64,348.5,553.12,4
218.03,404.6,476.11,2
124.14,115.89,638.52,4
316.98,98.24,613.94,4
90.16,271.31,521.87,2
88.52,330.25,579.24,2
270.46,35.69,515.68,2
153.52,61.5,615.37,2
84.68,241.62,490.14,2
415.3,95.5,437.72,2
147.04,337.2,618.3,2
152.0,25.85,560.45,2
186.42,20.46,583.65,2
222.46,269.03,581.45,4
208.52,6.12,579.17,2
444.39,25.21,409.15,2
276.29,325.86,475.98,2
70.29,64.2,582.53,2
345.23,40.44,471.72,2
242.4,264.82,639.44,4
249.75,295.81,538.02,2
333.49,116.02,681.29,4
320.14,343.49,511.79,2
347.67,439.82,495.14,2
203.92,125.22,562.32,4
4.07,214.09,484.53,2
294.91,348.37,445.73,2
102.68,340.46,651.41,4
40.46,12.58,504.21,2
225.83,249.86,628.77,4
81.82,422.89,419.56,2
79.84,331.99,566.98,2
72.94,13.07,518.89,2
442.05,224.52,466.33,2
286.26,154.9,633.17,4
406.58,48.51,405.09,2
330.02,29.45,459.43,2
388.83,26.99,413.14,2
253.89,184.47,566.37,2
100.84,113.37,715.24,4
118.04,195.21,481.63,2
341.63,289.22,513.13,2
134.31,447.44,429.59,2
70.53,388.38,477.89,2
391.17,120.27,541.69,2
127.15,149.19,527.1,2
218.5,400.94,478.73,2
268.92,203.87,588.61,2
397.29,94.42,481.28,2
350.92,388.51,580.48,4
388.79,447.67,513.65,2
50.2,438.45,415.21,2
4.24,410.22,429.92,2
43.9,75.93,589.91,2
307.25,40.6,478.25,2
322.36,396.88,515.69,2
440.84,14.81,417.66,2
310.26,17.04,488.65,2
227.15,104.23,633.17,4
445.85,142.42,453.73,2
395.36,54.21,420.18,2
192.81,80.54,782.48,4
308.43,66.57,525.52,2
50.56,159.11,621.55,2
223.32,413.41,452.5,2
435.38,397.42,583.38,2
329.13,122.84,718.46,4
31.01,19.44,505.78,2
228.94,183.66,500.96,2
4.77,309.66,427.28,2
293.9,244.79,567.69,2
393.33,322.99,600.37,4
143.22,188.62,460.68,3
184.49,64.37,746.64,4
449.26,2.36,393.62,2
114.6,274.91,541.57,2
169.64,108.34,635.95,2
352.79,408.83,556.62,4
312.39,145.97,723.93,4
142.03,437.23,416.21,2
0.42,335.79,428.44,2
266.53,447.64,433.38,2
105.5,283.28,566.88,2
177.09,236.82,476.12,2
275.77,304.74,504.07,2
244.38,100.47,600.67,2
119.22,408.94,429.67,2
234.92,214.48,561.66,4
63.94,417.3,410.29,2
237.36,366.01,481.47,2
107.39,77.56,630.96,2
372.35,402.31,594.85,2
19.47,171.57,553.42,2
55.37,69.23,554.93,2
113.17,46.26,545.91,2
234.61,203.76,547.01,2
39.6,178.0,582.29,2
202.19,215.25,507.24,2
359.23,341.46,640.17,4
165.12,234.31,495.02,2
106.93,166.85,552.9,2
8.0,90.38,549.46,2
256.75,25.98,526.85,2
123.57,145.81,589.15,4
375.36,41.1,421.4,2
90.76,190.42,508.82,2
356.54,278.04,491.63,2
199.14,165.23,484.01,2
320.64,132.86,721.54,4
364.87,158.56,695.54,4
173.41,260.42,517.09,2
437.12,320.35,543.1,2
167.56,299.52,565.2,2
170.73,236.62,488.18,2
223.47,405.59,465.31,2
266.75,208.14,561.29,2
377.81,186.7,566.11,2
197.93,221.07,509.36,2
230.31,371.1,476.71,2
180.75,18.26,566.32,2
305.93,249.23,553.96,2
53.15,99.32,658.52,4
367.87,45.77,465.19,2
253.99,24.75,532.46,2
306.44,319.98,486.31,2
310.96,188.07,637.15,2
449.14,367.58,571.91,2
150.45,233.2,475.1,2
2.71,444.91,435.91,2
140.87,114.76,597.39,2
250.06,229.94,652.29,4
137.02,390.05,489.87,2
360.89,385.49,625.72,4
241.58,168.21,524.31,2
208.9,220.04,521.45,2
360.65,90.12,536.09,2
413.72,250.26,442.57,1
239.89,184.02,527.87,2
254.22,145.6,533.66,2
131.19,319.75,682.09,4
361.11,266.44,459.29,2
200.2,395.13,479.45,2
25.97,195.17,517.13,2
388.18,32.37,420.93,2
