x,y,z,type
80.36,98.73,393.94,1
2.15,91.13,398.86,1
99.77,55.13,396.67,1
63.66,78.89,400.36,3
87.07,80.46,372.41,1
48.68,92.31,412.03,1
44.62,36.69,424.2,1
16.27,67.76,458.78,2
51.24,13.39,402.07,1
93.97,91.49,391.53,1
69.94,47.11,373.47,1
47.58,93.2,402.48,1
77.5,49.46,395.58,1
17.79,8.35,402.75,1
80.04,63.46,377.33,1
7.14,19.56,398.57,1
51.03,2.83,416.34,1
94.84,17.77,401.78,1
17.57,61.48,514.97,1
83.1,56.24,402.61,1
69.5,95.46,369.75,1
91.68,80.91,393.85,1
69.66,26.82,401.09,1
43.81,20.55,401.75,1
86.61,39.56,389.55,1
10.18,74.93,398.13,1
32.84,45.71,543.94,4
17.13,46.21,556.88,1
19.88,7.67,408.14,1
51.48,3.71,402.85,1
70.95,56.02,379.5,1
10.03,39.4,468.51,2
67.29,39.18,384.29,1
61.21,81.08,394.8,3
2.93,13.77,392.59,1
80.47,51.06,388.17,1
9.55,70.44,410.41,1
23.33,45.56,582.16,4
88.59,35.12,387.01,1
68.98,12.41,375.63,1
7.4,5.25,419.5,1
73.76,94.64,385.15,1
33.53,37.43,491.21,4
90.53,83.55,391.0,1
75.32,7.37,389.33,1
53.81,13.69,406.13,1
95.99,27.37,404.96,1
47.19,89.8,405.55,1
83.26,61.42,386.57,1
76.58,48.58,389.99,1
16.31,46.79,563.15,1
3.31,7.15,414.34,1
77.37,80.06,368.36,1
2.61,42.61,425.39,1
31.98,96.48,384.97,1
63.46,51.33,384.65,3
96.07,56.15,385.89,1
57.71,87.13,395.62,1
17.83,51.25,560.49,4
85.45,0.83,400.51,1
98.4,31.83,414.76,1
75.86,18.75,387.56,1
83.47,6.24,403.14,1
59.32,65.23,403.87,1
84.86,24.25,375.13,1
69.28,19.4,394.35,1
1.28,96.92,403.58,1
21.38,9.55,393.98,1
14.9,62.59,490.61,4
96.94,28.6,402.65,1
82.62,15.02,389.3,1
75.51,50.59,384.72,1
83.98,38.73,397.54,1
3.47,25.57,406.75,1
10.54,63.05,452.31,2
73.55,46.77,366.56,1
89.32,42.33,406.73,1
73.82,19.38,380.87,1
39.39,61.41,465.9,2
16.99,85.27,399.23,1
66.44,84.22,399.14,1
57.91,1.1,390.02,1
38.43,55.52,507.98,4
53.22,7.65,406.53,1
92.3,29.55,389.62,1
66.82,90.62,374.82,1
76.53,78.15,377.14,1
36.67,67.88,450.69,2
66.66,58.76,369.86,1
9.44,17.78,387.7,1
55.76,89.71,389.85,1
54.19,41.32,406.12,1
49.65,85.49,400.8,1
45.84,9.44,395.71,1
72.94,18.57,374.61,1
95.35,19.27,408.19,1
67.88,16.34,386.25,1
40.77,0.3,413.68,1
41.78,60.93,453.98,2
20.33,75.03,432.81,2
7.38,66.86,428.52,1
0.4,20.76,410.54,1
68.78,90.17,379.18,1
29.44,44.92,556.2,4
60.76,82.48,408.75,3
91.77,13.94,396.1,1
39.92,28.88,412.79,1
92.24,35.55,400.6,1
20.36,63.77,497.59,4
4.18,92.69,410.05,1
62.95,43.17,376.93,3
18.3,52.91,560.51,4
7.49,80.07,397.3,1
12.72,68.8,435.39,2
27.02,46.2,582.85,1
92.74,61.48,394.91,1
75.65,2.04,372.89,1
8.75,29.89,410.71,1
11.78,89.37,395.04,1
29.07,7.47,384.1,1
28.42,40.49,527.31,4
71.96,69.36,394.65,1
67.54,64.21,380.38,1
75.59,48.55,380.63,1
25.4,22.78,439.46,2
37.52,7.65,395.4,1
76.82,80.74,373.42,1
28.16,64.34,496.19,1
63.25,6.39,389.81,3
23.89,64.65,503.0,4
69.27,56.91,364.69,1
88.05,63.5,395.3,1
51.48,32.03,405.43,1
22.45,44.38,570.53,1
16.55,42.82,526.92,4
85.92,90.8,386.64,1
21.51,27.21,443.59,2
39.04,33.72,447.59,2
44.46,49.69,464.48,2
79.84,73.17,381.52,1
63.83,66.41,402.09,3
29.84,30.59,455.52,2
69.66,94.21,366.83,1
9.57,99.38,421.72,1
20.8,98.12,390.78,1
86.92,1.33,405.6,1
61.22,71.47,395.47,3
78.0,49.25,390.56,1
16.99,36.77,480.31,4
52.31,1.12,400.63,1
26.89,70.24,462.36,2
55.99,12.58,396.86,1
35.35,49.67,542.71,4
79.63,60.96,383.79,1
70.62,76.54,397.41,1
76.49,7.59,379.3,1
88.29,90.15,394.57,1
21.98,92.23,398.51,1
19.33,49.93,570.32,4
12.79,63.9,466.75,2
88.18,22.0,370.36,1
57.13,83.37,404.39,1
50.68,90.63,399.86,1
26.73,91.07,389.81,1
37.56,26.44,418.88,1
43.31,19.01,389.92,1
4.52,31.46,404.97,1
75.57,47.52,380.45,1
85.18,0.95,402.53,1
49.1,92.84,415.28,1
69.26,22.65,385.75,1
29.59,18.43,417.84,1
83.18,78.76,364.57,1
13.11,17.83,390.8,1
81.81,40.81,380.18,1
4.53,20.78,389.54,1
30.03,33.37,472.59,2
77.92,43.49,392.15,1
45.32,50.49,462.55,2
54.55,49.8,404.98,1
62.81,86.76,386.04,3
94.86,47.46,391.29,1
8.05,51.6,492.48,4
51.21,34.25,408.18,1
93.58,59.52,396.72,1
4.26,64.33,427.04,1
29.79,2.71,393.31,1
77.11,28.13,366.94,1
31.07,94.54,381.18,1
8.02,30.65,416.21,1
49.18,70.05,393.62,1
21.39,96.03,387.0,1
27.14,26.97,448.74,2
77.1,70.17,381.42,1
32.95,53.35,554.53,1
79.44,58.01,388.81,1
62.23,81.6,403.67,3
91.9,49.14,399.38,1
17.65,18.2,411.64,1
61.88,69.46,408.72,3
57.65,2.02,390.22,1
43.98,28.27,402.96,1
99.45,15.99,411.32,1
9.35,82.77,384.58,1
66.4,78.3,406.56,1
21.29,37.57,522.1,4
47.47,28.64,392.51,1
90.38,60.72,398.75,1
88.63,17.75,388.01,1
38.38,7.49,394.81,1
93.22,22.74,395.33,1
54.73,39.77,414.92,1
52.31,15.89,399.02,1
68.61,8.63,378.0,1
83.07,22.42,371.14,1
82.55,45.98,387.48,1
99.43,66.4,409.21,1
74.08,18.08,372.35,1
18.34,12.06,392.89,1
33.24,22.33,412.6,1
14.84,63.24,468.78,2
55.3,49.16,402.0,1
59.08,54.14,386.48,1
5.59,7.66,402.3,1
60.98,83.72,395.29,3
56.24,10.24,389.85,1
61.42,21.2,404.89,3
25.66,34.95,503.1,2
66.74,40.16,384.9,1
9.71,94.92,419.62,1
94.64,78.99,396.53,1
62.05,9.45,381.74,3
62.48,53.83,388.07,3
4.03,46.93,455.83,2
20.71,44.37,573.29,4
77.18,5.83,382.82,1
30.86,61.65,507.89,4
23.28,56.8,559.53,1
83.2,69.4,378.21,1
4.88,81.04,395.38,1
73.6,40.16,384.69,1
44.11,6.79,410.49,1
2.48,21.63,388.95,1
76.2,19.32,370.0,1
50.41,73.73,385.11,1
80.1,65.74,383.26,1
53.11,86.08,405.12,1
45.96,88.95,400.76,1
36.19,56.01,514.35,1
29.94,56.68,557.34,1
41.94,70.92,402.28,1
67.87,80.81,398.21,1
25.47,74.4,440.75,2
94.68,25.12,408.0,1
18.76,61.11,519.41,1
38.32,93.47,395.15,1
48.56,38.63,424.55,1
50.71,6.72,413.75,1
58.23,27.21,400.03,1
76.09,84.69,378.99,1
96.67,15.46,405.14,1
98.74,46.22,393.13,1
46.37,76.99,381.64,1
6.02,98.89,407.59,1
70.0,33.93,384.47,1
9.41,87.67,398.12,1
63.17,25.49,403.14,3
56.29,8.09,396.9,1
24.85,23.92,424.38,1
90.38,98.48,394.02,1
85.13,86.34,394.84,1
58.13,61.87,397.14,1
55.03,87.77,391.94,1
64.3,99.15,381.9,3
85.05,7.9,395.93,1
54.04,47.41,421.23,1
89.42,90.12,387.19,1
50.04,8.54,397.53,1
64.62,57.17,376.37,3
3.33,50.69,454.79,2
41.77,51.74,484.95,1
74.88,48.18,388.47,1
55.46,36.92,398.8,1
7.1,20.08,384.07,1
64.15,44.05,370.6,3
57.14,96.82,385.08,1
82.98,81.93,379.7,1
9.43,23.34,396.42,1
15.46,91.3,410.55,1
63.86,59.37,392.94,3
93.01,77.93,399.81,1
17.85,41.27,523.28,4
79.51,38.39,387.0,1
52.88,77.4,381.84,1
22.46,72.77,447.28,2
50.99,12.86,399.21,1
19.4,54.69,563.3,1
33.27,26.7,430.47,2
96.93,17.84,393.51,1
66.63,57.16,385.7,1
77.28,52.36,375.73,1
93.09,56.78,399.08,1
69.94,77.46,389.84,1
81.04,68.65,379.66,1
97.79,65.07,407.59,1
11.48,72.88,401.68,1
56.61,99.8,386.56,1
28.91,84.84,411.19,1
29.35,71.31,455.09,2
98.97,94.58,388.16,1
0.12,93.57,395.44,1
68.35,84.72,398.38,1
17.98,48.01,565.68,4
52.02,48.51,435.04,2
37.71,99.13,407.97,1
46.38,22.68,393.11,1
23.1,30.12,462.55,2
8.89,4.31,412.36,1
81.83,30.27,382.8,1
59.49,72.01,411.13,1
70.25,48.61,366.51,1
86.67,63.4,381.67,1
27.82,15.32,416.04,1
36.74,98.08,394.44,1
34.7,17.68,412.29,1
7.61,51.75,490.62,4
69.84,8.44,385.14,1
56.29,17.64,392.36,1
98.47,35.18,397.3,1
47.17,23.77,397.16,1
48.52,68.47,408.63,1
41.14,14.2,400.54,1
74.59,90.21,388.49,1
57.0,42.12,407.84,1
97.88,91.7,386.12,1
30.07,53.91,563.74,4
41.29,63.78,436.38,2
79.58,19.35,366.89,1
95.54,81.26,392.13,1
55.05,11.89,403.19,1
79.48,27.67,380.05,1
13.79,24.16,409.0,1
82.74,29.93,374.76,1
37.65,1.36,405.19,1
39.69,21.39,396.27,1
55.04,79.75,387.06,1
52.92,99.61,413.13,1
60.43,95.87,382.66,3
17.24,70.84,428.82,1
5.21,40.39,435.95,2
4.37,92.3,396.96,1
78.98,32.71,369.55,1
21.28,52.32,584.82,1
49.27,10.23,409.67,1
28.68,46.7,572.55,1
65.29,28.45,396.81,1
15.86,43.53,529.63,4
1.34,66.23,414.69,1
52.19,61.02,404.63,1
96.6,35.62,405.66,1
60.11,12.91,402.02,3
50.16,7.44,404.82,1
89.31,63.49,390.2,1
14.0,74.68,407.66,1
46.32,24.42,390.83,1
66.17,75.75,407.9,1
28.57,23.64,437.27,2
60.11,36.18,397.29,3
14.71,59.79,503.89,1
21.89,34.43,479.24,2
94.44,21.68,401.33,1
99.43,5.36,396.69,1
95.59,82.98,391.56,1
71.79,80.55,389.52,1
6.63,25.18,402.19,1
32.03,56.88,542.06,4
88.28,16.46,385.51,1
43.0,89.14,403.17,1
95.4,57.59,389.19,1
98.58,1.62,396.63,1
79.29,54.22,383.11,1
18.16,72.75,424.03,1
25.34,62.95,518.52,4
18.4,42.52,546.92,4
12.41,30.23,424.94,1
89.58,53.24,406.92,1
40.01,69.32,419.79,1
39.16,50.89,502.57,1
18.09,48.51,562.07,4
73.57,99.63,366.94,1
90.07,42.3,406.93,1
0.05,65.68,401.94,1
7.96,68.36,410.26,1
22.48,57.83,557.0,4
1.74,24.09,403.57,1
1.22,12.74,398.1,1
68.1,98.13,377.12,1
74.18,49.98,370.56,1
72.68,9.79,380.53,1
59.14,43.31,388.55,1
50.64,13.48,404.26,1
42.43,36.1,444.6,2
63.84,1.49,365.71,3
90.39,50.72,397.59,1
5.18,73.94,393.95,1
96.65,21.91,397.83,1
5.99,76.16,383.78,1
81.24,39.58,386.64,1
93.27,98.03,405.09,1
47.27,7.48,414.95,1
30.48,92.45,389.43,1
88.63,99.37,401.95,1
72.66,98.66,376.86,1
40.68,63.88,444.3,2
64.48,85.13,403.08,3
85.42,2.15,411.0,1
77.06,91.26,375.45,1
88.33,86.37,389.56,1
13.53,53.67,535.29,4
30.86,22.88,437.11,2
40.51,41.38,465.86,2
68.5,50.84,366.45,1
81.03,89.61,393.2,1
40.13,76.62,403.26,1
29.08,58.47,549.92,4
25.7,48.02,588.58,4
42.35,91.6,396.41,1
98.38,35.97,400.08,1
35.91,31.46,444.66,2
23.68,49.8,592.3,4
51.59,92.53,398.6,1
67.93,48.2,369.03,1
90.97,41.18,399.78,1
40.16,23.26,411.64,1
44.41,94.33,405.2,1
53.61,66.95,390.01,1
39.02,47.04,497.57,4
3.67,83.08,404.76,1
21.18,80.25,418.53,1
51.37,63.37,411.26,1
21.51,74.06,433.1,2
47.22,18.69,382.47,1
68.59,27.21,387.58,1
94.75,7.19,395.49,1
51.87,3.63,409.08,1
32.47,79.41,419.62,1
56.36,92.43,401.81,1
0.07,20.3,406.18,1
30.88,16.57,405.96,1
1.68,70.31,401.22,1
33.89,42.35,513.98,4
12.09,97.41,405.02,1
10.46,87.35,407.15,1
8.89,8.98,398.65,1
84.88,43.81,402.83,1
25.87,78.06,425.14,1
49.02,29.44,395.04,1
49.3,56.57,433.54,2
14.05,28.52,419.74,1
95.44,35.38,389.13,1
32.27,75.18,438.26,2
39.13,9.18,393.87,1
39.72,22.4,404.6,1
63.77,50.26,381.09,3
43.91,49.63,465.31,2
27.21,91.04,388.6,1
31.84,39.18,503.66,1
83.44,29.39,380.51,1
33.39,45.57,546.44,1
45.44,39.02,429.95,1
88.43,90.43,388.5,1
74.68,90.76,370.14,1
94.16,6.07,406.38,1
65.06,52.71,372.12,1
83.02,79.43,365.32,1
2.36,48.67,441.77,2
25.4,65.1,497.63,4
60.75,35.8,389.56,3
45.4,17.57,394.43,1
72.54,81.6,385.99,1
70.47,7.34,371.32,1
67.68,50.82,378.42,1
60.65,51.31,380.35,3
95.23,57.06,393.85,1
0.04,89.7,403.32,1
56.31,93.66,402.88,1
60.83,51.84,392.96,3
24.65,19.07,423.18,1
24.61,58.42,551.78,4
61.28,70.83,398.03,3
56.44,55.49,397.21,1
4.79,76.71,403.53,1
54.11,25.6,392.39,1
76.92,98.69,381.89,1
43.78,91.94,407.6,1
10.47,6.7,411.79,1
68.54,56.55,381.61,1
7.36,66.82,429.19,1
65.32,64.2,398.68,1
71.53,87.33,383.31,1
15.87,85.87,394.74,1
47.66,84.79,389.38,1
21.93,17.56,415.28,1
70.62,38.14,376.93,1
64.72,18.45,405.77,3
2.53,51.17,440.92,2
94.4,69.59,396.34,1
73.05,6.32,378.92,1
25.46,8.45,392.23,1
30.64,9.24,403.7,1
14.38,42.78,528.93,4
75.55,98.08,389.19,1
28.74,44.0,564.65,4
49.76,10.3,394.66,1
7.21,95.38,419.67,1
27.99,88.53,399.1,1
40.78,80.72,402.88,1
40.79,95.61,397.34,1
1.05,39.87,414.51,1
83.17,8.98,393.88,1
67.92,35.36,387.79,1
90.75,9.68,393.73,1
83.5,93.75,391.26,1
64.2,97.32,368.51,3
97.02,47.18,388.95,1
87.87,80.51,383.08,1
63.3,75.56,407.48,3
35.86,88.63,394.08,1
72.2,56.24,365.29,1
46.43,24.5,397.75,1
18.89,16.24,409.96,1
14.9,1.46,418.06,1
57.31,30.08,403.54,1
68.52,32.27,401.68,1
81.18,19.82,382.66,1
45.09,40.53,438.03,2
3.48,29.65,407.46,1
7.91,45.71,483.42,4
47.57,88.31,396.71,1
20.35,42.09,549.0,1
37.38,89.49,394.22,1
70.08,86.32,374.81,1
98.43,32.87,398.73,1
69.62,72.31,389.79,1
96.27,68.57,397.19,1
90.3,21.58,378.03,1
93.89,75.91,389.37,1
49.76,4.13,411.1,1
44.3,54.68,462.14,2
6.91,43.93,469.29,2
5.64,61.51,441.36,2
80.51,38.6,376.78,1
56.75,15.62,392.75,1
12.05,50.32,537.04,4
29.01,50.23,571.67,1
66.16,75.2,405.21,1
26.07,51.48,574.42,1
43.44,36.19,423.0,1
81.15,8.71,380.57,1
79.57,78.96,378.24,1
62.1,82.86,393.38,3
91.9,18.7,394.51,1
30.78,96.52,395.7,1
8.79,48.17,487.17,4
89.14,43.9,395.14,1
53.22,76.79,398.58,1
30.97,49.35,560.33,4
2.67,49.73,441.41,2
11.66,38.44,478.12,2
98.82,17.83,400.17,1
0.94,77.07,400.04,1
29.06,6.09,384.64,1
89.58,79.62,380.85,1
48.5,23.93,393.82,1
82.51,34.87,388.36,1
22.42,64.36,494.2,4
54.91,85.23,387.94,1
53.84,12.76,407.31,1
41.05,57.44,468.63,2
28.35,39.71,534.26,4
83.7,36.65,374.67,1
35.48,41.59,504.12,4
22.27,24.57,438.42,2
55.07,69.09,394.18,1
53.73,46.79,418.92,1
37.34,38.74,472.92,2
84.89,78.63,381.32,1
22.05,47.12,582.43,1
82.12,48.9,406.36,1
26.82,64.92,490.25,4
15.63,0.5,408.02,1
21.54,87.94,392.63,1
81.38,4.59,401.85,1
94.21,62.67,392.29,1
99.42,24.58,410.35,1
11.24,8.41,403.39,1
46.42,83.34,399.39,1
77.46,59.28,378.12,1
48.2,59.29,423.23,1
94.97,9.23,405.36,1
38.78,90.29,405.56,1
0.27,81.58,392.72,1
85.54,36.68,392.0,1
33.75,77.46,419.1,1
45.63,34.41,415.41,1
21.79,37.38,520.7,4
62.5,29.79,392.54,3
61.19,31.23,399.67,3
27.63,52.99,574.47,4
70.5,40.13,371.08,1
42.47,29.47,402.04,1
84.16,49.45,397.76,1
90.28,3.41,397.88,1
5.76,37.84,433.28,2
97.18,65.4,408.52,1
8.26,27.0,402.63,1
3.68,52.63,442.45,2
31.58,35.29,486.52,4
81.72,90.62,384.42,1
57.28,35.0,406.6,1
7.56,94.04,407.55,1
26.21,11.75,401.13,1
88.18,6.38,405.07,1
36.01,43.29,512.82,4
72.77,37.06,387.83,1
31.99,39.47,510.23,4
48.84,76.97,391.73,1
26.16,83.23,404.88,1
14.7,12.57,400.81,1
98.55,71.86,408.67,1
20.13,4.05,392.11,1
50.63,77.27,378.94,1
37.23,71.41,429.57,1
17.38,71.67,431.3,2
29.13,92.55,386.88,1
78.23,47.8,379.09,1
35.42,99.61,395.72,1
11.91,83.43,397.63,1
