x,y,z,type
24.95,39.04,670.49,4
15.86,15.57,564.24,2
62.31,3.85,518.09,2
4.96,14.65,507.39,2
59.55,30.92,618.17,2
21.58,69.82,525.85,2
34.29,45.61,660.6,4
14.62,45.07,595.98,2
3.92,2.28,526.21,2
83.36,81.06,547.58,2
44.97,53.95,717.91,4
53.5,22.4,556.16,2
80.72,40.28,566.28,2
65.42,73.12,611.23,4
58.61,85.0,529.44,2
66.76,25.61,551.78,2
28.58,41.43,676.5,4
8.96,54.24,550.99,2
47.99,98.42,510.88,2
43.0,55.75,684.81,4
8.46,36.96,577.22,2
8.37,35.38,584.95,2
46.41,23.53,632.09,2
47.05,8.66,526.17,2
66.06,28.5,569.5,2
61.59,6.71,510.05,2
35.15,21.29,639.29,4
62.6,8.37,505.44,2
25.08,53.33,631.86,4
29.1,31.31,689.45,4
66.47,92.13,539.67,2
84.05,14.41,494.1,2
62.89,71.37,629.86,2
22.01,63.88,551.37,2
82.16,86.83,511.8,2
70.97,62.58,690.32,4
63.9,61.13,729.8,4
82.55,52.4,529.65,2
8.19,46.68,556.73,2
95.21,65.69,510.45,2
27.48,5.95,550.76,2
64.71,61.83,708.83,4
57.82,21.32,549.92,2
51.2,67.53,628.33,4
87.23,78.07,541.5,2
60.16,11.0,508.02,2
95.61,89.69,518.29,2
10.63,29.98,567.0,2
38.13,13.94,558.08,2
78.5,57.62,591.86,2
79.37,18.46,509.3,2
43.33,61.96,672.53,4
38.39,4.1,485.72,2
16.53,37.46,599.97,4
35.63,45.67,665.78,4
81.48,51.28,543.14,2
79.03,70.49,599.43,4
84.65,75.91,583.29,2
4.71,82.21,505.86,2
28.46,5.4,528.97,2
80.34,31.2,553.8,2
50.86,5.43,549.93,2
10.94,22.54,532.83,2
66.46,34.37,581.38,2
40.02,43.47,678.75,4
67.6,82.61,541.45,2
25.75,78.37,564.03,2
89.84,86.53,489.1,2
64.84,36.4,631.67,2
60.08,53.11,733.31,4
77.11,36.13,557.95,2
58.03,70.96,646.75,4
69.33,75.1,565.44,2
65.13,66.88,682.52,4
59.38,21.71,534.31,2
29.79,6.73,548.6,2
19.84,18.13,598.04,4
73.17,11.34,522.21,2
69.53,63.43,682.26,4
38.07,9.53,502.39,2
3.93,61.58,507.72,2
69.65,14.48,549.82,2
16.44,48.42,608.67,4
85.0,21.28,527.28,2
69.7,61.11,685.0,4
30.16,92.56,485.72,2
46.79,61.87,685.45,4
99.83,55.67,516.0,2
18.37,10.86,553.94,2
42.64,7.85,510.36,2
96.29,61.22,531.3,2
73.46,35.71,563.85,2
9.01,19.93,510.18,2
85.54,63.21,593.54,2
71.49,56.27,692.61,4
16.73,87.87,498.55,2
52.35,91.62,513.37,2
5.4,71.32,495.74,2
32.86,48.77,636.02,4
54.24,74.06,633.27,2
85.25,55.34,537.16,2
13.43,90.12,498.63,2
98.64,53.62,531.05,2
78.45,9.22,517.06,2
97.74,92.94,507.2,2
28.11,92.16,489.58,2
91.54,50.95,513.7,2
9.4,7.39,535.91,2
96.53,39.88,490.52,2
70.04,66.18,666.67,4
12.62,68.78,512.18,2
27.49,88.61,532.69,2
56.09,69.65,646.65,2
5.28,53.51,541.43,2
28.38,38.67,688.91,4
70.19,39.6,615.07,2
72.21,93.74,547.61,2
85.23,96.46,480.12,2
11.5,95.11,536.39,2
44.98,69.53,636.05,4
95.9,35.13,505.75,2
24.19,37.34,654.09,4
13.61,16.64,537.3,2
82.88,65.68,593.81,2
4.64,74.5,498.89,2
70.86,25.02,530.44,2
68.49,23.45,549.63,2
14.53,52.08,582.1,4
66.5,19.43,546.25,2
68.83,21.9,555.16,2
7.68,16.25,494.01,2
22.33,14.14,572.22,2
34.36,99.25,473.46,1
2.79,86.32,511.62,2
55.81,34.29,644.99,4
27.94,93.72,504.69,2
39.3,48.44,656.38,4
57.29,28.62,608.63,2
37.9,74.49,608.33,2
24.86,8.77,551.34,2
84.6,28.77,561.59,2
33.47,1.13,518.61,2
16.97,65.0,541.05,2
34.58,23.15,670.94,4
15.16,43.08,601.52,2
56.96,5.34,532.07,2
78.07,67.18,608.13,4
36.53,56.23,624.28,2
25.66,46.74,663.92,4
61.05,96.49,526.79,2
58.73,88.03,506.47,2
67.2,73.93,592.79,2
32.25,94.1,473.72,2
11.09,45.04,566.91,2
66.01,14.78,532.64,2
52.54,45.86,732.8,4
85.58,35.61,555.65,2
87.86,62.74,564.88,2
11.38,58.35,538.5,2
80.83,90.74,489.72,2
60.36,42.22,696.23,4
67.17,98.16,565.88,2
20.19,23.38,590.61,2
90.05,11.75,495.77,2
14.93,64.34,558.05,2
58.97,14.97,518.22,2
31.12,80.08,559.04,2
50.08,63.1,661.26,4
21.37,24.37,612.42,2
67.29,28.86,556.46,2
70.31,36.59,567.51,2
79.14,99.45,482.35,2
52.34,78.06,592.49,4
33.24,31.69,700.71,4
8.99,40.68,589.77,4
92.15,68.44,553.3,2
34.86,72.77,616.79,2
72.72,81.16,573.64,2
17.9,55.21,618.27,4
45.05,98.13,515.9,2
85.09,64.88,604.01,2
15.3,18.33,566.54,2
63.79,81.62,529.09,2
56.49,38.69,683.73,4
83.03,80.94,561.52,2
13.9,86.49,481.48,2
87.2,9.56,470.65,2
19.88,9.54,542.53,2
59.41,52.51,708.96,4
77.9,74.66,592.11,4
12.51,42.13,584.77,2
27.94,66.13,577.53,2
34.19,13.41,542.68,2
23.84,64.19,562.08,2
70.57,91.06,550.61,2
7.84,1.44,541.79,2
27.08,19.72,591.51,2
80.68,48.4,563.11,2
68.86,76.28,578.32,2
14.88,65.25,552.34,2
90.95,57.67,551.44,2
53.17,69.31,642.66,2
75.75,83.91,557.03,2
68.65,64.04,694.35,4
52.04,94.33,520.33,2
76.42,62.98,619.81,4
45.17,48.06,701.94,4
36.98,40.56,679.12,4
85.16,20.32,542.52,2
53.03,5.09,548.06,2
11.77,61.06,555.61,2
91.48,13.55,509.79,2
36.39,95.56,493.19,2
51.6,67.37,656.68,4
23.97,13.16,581.8,2
40.03,87.11,524.15,2
36.93,61.36,638.2,2
42.28,75.21,597.14,4
54.89,90.9,533.15,2
90.72,77.8,518.77,2
45.66,92.53,545.1,2
38.25,99.31,498.96,2
21.65,92.34,527.79,2
25.61,11.42,565.08,2
61.34,73.88,622.06,4
58.8,38.2,692.82,4
19.51,2.01,523.75,2
42.91,58.8,703.21,4
0.14,42.71,536.51,2
57.45,15.62,516.47,2
95.15,47.53,498.57,2
62.85,82.77,514.15,2
73.63,29.48,544.29,2
59.52,40.97,682.06,4
36.35,92.49,499.12,2
0.25,1.32,502.29,2
61.32,28.33,597.72,2
70.01,87.02,561.08,2
93.98,22.72,545.3,2
69.94,45.95,668.31,4
54.95,64.29,671.86,4
75.86,33.32,554.22,2
12.3,98.3,547.65,2
60.67,14.48,523.2,2
9.45,13.49,504.69,2
13.4,63.44,562.39,2
80.67,70.74,610.58,4
75.97,20.23,535.07,2
17.09,10.7,551.27,2
70.53,98.2,536.17,2
59.68,47.98,705.93,4
69.74,58.81,693.69,4
79.7,82.97,552.04,2
82.21,35.93,582.11,2
79.27,97.84,470.41,1
90.17,45.43,485.25,2
50.63,14.35,551.35,2
96.76,45.09,507.32,2
6.26,75.31,520.42,2
3.37,13.7,531.21,2
59.69,75.82,598.59,2
56.43,32.3,650.69,4
39.82,59.94,686.34,4
89.1,71.03,574.5,2
27.9,22.54,631.6,2
41.99,2.38,477.87,2
44.27,64.48,662.94,4
71.21,37.27,581.69,4
67.94,47.45,677.73,4
14.44,6.45,515.75,2
66.58,62.98,709.23,4
1.69,5.63,523.8,2
58.03,46.4,704.35,4
33.36,49.17,620.28,4
38.18,70.27,627.41,2
97.75,34.81,501.69,2
96.44,13.09,526.88,2
42.32,25.75,681.71,4
10.84,49.31,571.82,2
91.25,87.14,505.03,2
69.01,14.38,526.37,2
5.33,37.05,575.98,2
82.93,26.17,542.89,2
6.89,91.6,500.14,2
43.74,48.68,704.53,4
77.03,55.74,625.63,2
87.4,69.2,582.44,2
72.35,36.85,578.44,2
31.54,3.27,519.38,2
42.02,58.98,682.27,4
56.25,93.99,514.4,2
9.45,58.94,521.9,2
24.21,73.97,517.39,2
84.36,72.13,599.15,4
57.69,62.21,708.79,4
81.09,57.89,572.16,2
81.71,82.28,565.79,2
75.51,76.38,594.13,4
37.6,78.92,583.68,4
70.38,96.31,552.79,2
15.59,7.96,513.27,2
37.22,40.51,694.64,4
14.02,73.64,503.13,2
47.71,11.43,554.25,2
0.8,72.47,491.77,2
52.48,13.01,544.78,2
15.84,1.03,512.85,2
36.45,49.12,633.5,2
69.51,88.92,541.12,2
69.39,4.52,501.38,2
58.01,88.43,532.13,2
35.17,18.84,602.79,4
83.82,32.92,563.68,2
22.27,0.34,509.82,2
77.06,58.5,618.76,4
86.57,31.2,558.74,2
46.29,28.6,650.39,4
52.34,33.11,644.15,4
49.31,8.46,536.7,2
72.85,40.33,597.13,2
37.12,40.32,685.69,4
1.33,33.35,514.38,2
56.05,30.12,622.62,4
72.51,32.32,539.86,2
56.57,83.53,562.33,2
71.1,7.3,535.73,2
23.23,84.33,523.57,2
42.57,90.23,531.17,2
42.73,61.86,671.49,4
26.05,53.69,609.74,2
85.04,64.96,587.13,4
76.88,16.79,535.57,2
55.71,3.01,556.27,2
0.63,6.04,531.74,2
49.17,82.73,568.07,2
69.45,79.79,545.69,2
2.92,73.91,507.96,2
47.19,84.7,579.04,2
32.04,38.99,702.59,4
10.07,48.9,573.77,2
52.86,50.56,740.63,4
69.61,54.63,709.37,4
97.83,63.1,497.42,2
39.39,1.78,482.6,2
65.95,39.8,615.68,4
82.14,64.79,600.54,2
72.23,57.94,679.65,4
10.99,47.06,558.69,2
49.01,64.42,657.87,4
3.51,64.33,491.48,2
12.33,75.75,477.4,2
29.5,73.02,603.87,2
89.77,45.03,479.89,2
6.0,32.53,553.97,2
6.82,81.35,500.56,2
84.31,87.95,496.57,2
93.58,64.66,525.92,2
72.43,22.63,548.04,2
48.21,46.72,712.14,4
84.18,55.8,533.13,2
89.22,83.62,510.89,2
7.29,40.83,578.85,2
29.6,42.49,694.53,4
3.17,39.41,556.64,2
77.42,59.97,607.48,4
37.28,77.27,596.15,2
8.44,61.5,524.63,2
95.23,92.76,511.83,2
64.97,56.3,727.9,4
75.3,3.77,516.81,2
26.46,97.8,485.0,2
23.4,96.57,508.16,2
91.99,5.44,462.23,1
98.05,36.07,507.11,2
92.69,50.23,502.88,2
19.54,13.51,582.57,2
24.64,99.97,494.04,2
23.69,46.16,666.34,4
30.26,0.07,519.09,2
62.25,70.9,640.91,2
73.75,40.61,593.15,2
35.34,3.18,509.85,2
76.91,26.43,530.01,2
10.38,2.13,549.98,2
99.62,11.76,532.84,2
32.08,11.72,554.36,2
91.65,16.99,524.21,2
93.9,36.53,491.05,2
46.77,23.35,621.73,2
69.43,47.16,670.27,4
66.69,88.76,531.73,2
98.26,42.31,516.59,2
19.03,25.16,591.28,2
45.62,4.34,485.09,2
77.22,25.27,522.58,2
64.48,90.54,540.55,2
18.67,38.75,598.15,4
92.74,98.28,493.63,2
67.67,51.09,707.48,4
21.14,46.33,655.06,4
22.41,44.32,634.61,4
49.78,29.68,614.19,2
56.48,94.76,523.85,2
59.29,5.41,524.64,2
40.21,27.71,698.34,4
83.11,17.36,514.53,2
40.53,13.58,572.74,2
30.9,35.76,706.49,4
84.7,30.47,579.23,2
42.02,85.15,550.8,2
24.3,6.28,546.41,2
89.71,98.19,493.59,2
1.52,56.44,497.27,2
87.5,98.87,473.19,1
96.16,97.68,496.98,2
88.89,34.46,541.7,2
37.67,54.5,634.12,2
44.38,77.94,582.28,4
92.52,65.34,537.27,2
39.79,15.63,577.9,2
1.1,53.04,534.9,2
81.25,32.27,551.5,2
96.71,61.27,525.32,2
82.85,23.4,538.82,2
27.04,95.17,487.67,2
9.07,99.33,532.1,2
39.17,80.77,556.35,2
46.66,77.3,583.78,2
90.76,4.17,468.52,1
2.99,88.37,514.52,2
18.05,64.36,540.02,2
15.3,40.1,596.31,2
75.29,41.82,595.24,2
23.29,64.14,561.57,2
36.53,72.56,636.87,2
12.48,78.09,467.13,2
66.77,25.61,565.96,2
72.31,71.86,585.5,4
63.81,35.24,615.82,4
0.99,12.4,529.3,2
88.55,69.17,585.61,4
9.08,74.24,510.24,2
81.88,18.35,507.24,2
67.37,41.56,642.54,2
37.49,22.75,673.45,4
41.76,84.41,547.45,2
66.99,60.44,708.18,4
51.08,40.7,705.91,4
13.13,38.85,587.45,2
81.82,27.31,534.86,2
77.13,72.03,607.59,4
89.8,11.12,487.99,2
37.06,70.4,635.56,4
68.71,96.42,544.83,2
37.16,52.6,644.08,4
31.85,23.59,639.55,2
0.84,1.14,527.48,2
83.04,77.7,572.35,2
28.44,32.13,677.65,4
39.95,95.75,495.44,2
94.43,93.83,521.21,2
25.67,26.54,627.03,2
64.86,43.89,672.47,4
97.99,45.92,514.39,2
75.64,67.76,608.72,4
22.87,53.67,637.68,4
8.84,87.24,497.71,2
38.26,28.47,691.31,4
18.77,43.25,629.46,4
95.96,82.22,525.04,2
89.49,91.1,493.13,2
85.32,77.6,580.82,4
47.92,6.17,540.67,2
85.26,5.91,466.38,2
80.3,66.42,600.98,2
28.7,24.31,639.2,4
39.86,51.53,647.62,4
9.73,45.1,563.0,2
16.62,93.23,537.83,2
63.88,66.07,678.57,4
18.02,16.34,568.1,2
70.46,36.02,561.08,2
34.65,0.45,495.3,2
53.42,94.97,498.85,2
4.75,58.23,513.99,2
64.92,94.08,541.86,2
1.46,20.27,521.24,2
16.89,36.01,606.04,4
50.48,43.74,735.95,4
90.21,54.94,512.32,2
64.54,42.68,652.59,4
67.81,48.45,677.87,4
48.73,83.41,566.57,2
48.48,38.52,680.67,4
29.32,87.51,527.41,2
51.43,7.46,542.64,2
56.67,47.35,715.35,4
72.29,32.16,533.96,2
78.27,82.39,556.5,2
96.58,34.09,500.11,2
45.93,35.1,671.32,4
94.22,29.71,525.1,2
46.82,99.0,509.88,2
59.09,67.39,691.1,4
74.54,29.37,529.34,2
10.36,24.15,531.33,2
95.35,33.52,487.86,2
55.93,1.14,539.55,2
85.49,1.91,472.44,2
41.87,19.15,626.08,2
25.41,71.19,547.19,2
13.6,80.17,457.09,1
91.91,76.99,538.24,2
61.09,91.27,532.38,2
25.85,82.67,533.45,2
3.61,85.48,512.69,2
76.48,57.26,620.33,4
61.88,45.73,693.0,4
94.46,66.64,533.53,2
14.76,46.77,575.06,2
4.77,72.09,493.27,2
18.35,46.09,608.64,4
74.75,9.79,534.64,2
99.67,21.0,505.28,2
17.16,28.51,599.2,4
12.13,96.85,521.68,2
53.09,90.81,516.09,2
28.83,42.19,682.12,4
21.14,19.76,604.77,2
6.96,68.93,514.44,2
43.21,24.61,676.44,4
98.19,57.88,517.24,2
79.49,6.05,525.02,2
43.67,30.85,674.95,4
27.19,51.63,638.58,4
16.05,93.34,525.46,2
46.79,10.85,561.47,2
18.85,92.48,532.63,2
83.97,14.45,490.52,2
95.01,69.19,520.84,2
16.17,43.14,582.01,4
23.54,45.56,666.84,4
29.54,90.8,498.5,2
39.36,37.11,685.5,4
46.95,92.86,526.34,2
3.27,47.44,541.75,2
92.41,46.63,495.52,2
11.68,77.88,475.08,2
63.77,87.17,528.65,2
64.13,78.2,549.96,2
18.89,61.9,571.64,2
74.94,61.9,647.12,2
99.94,27.54,482.18,2
12.45,34.92,582.64,4
93.04,72.88,544.09,2
45.65,31.42,657.78,4
